average,averageRound,card,colors,lotusScore,numberAvailable,numberTaken,ratio,suggestion
312.4,40,bloodboil sorcerer,R,2.64295212766,32,5,0.1563,
,,"Sivriss, Nightmare Speaker",,,32,0,,sivvi's ruse
114.6207,15,caves of chaos adventurer,R,62.998667719415,32,29,0.9063,
,,Zhentarim Bandit,,,32,0,,"zabaz, the glimmerwasp"
,,Balor,,,32,0,,bala ged recovery // bala ged sanctuary
,,"Viconia, Drow Apostate",,,32,0,,vindicate
,,Ancient Copper Dragon,,,32,0,,ancient den
,,Amber Gristle O'Maul,,,32,0,,amulet of vigor
,,Breath Weapon,,,32,0,,breach the multiverse
,,Carnelian Orb of Dragonkind,,,32,0,,carnage interpreter
,,Dragon Cultist,,,32,0,,dragon's claw
,,Coronation of Chaos,,,32,0,,corpse knight
,,Descent into Avernus,,,32,0,,deserted beach
,,Earth Tremor,,,32,0,,earthcraft
185,24,"gut, true soul zealot",R,9.52460106383,32,6,0.1875,
,,Bhaal's Invoker,,,32,0,,back to basics
,,Firbolg Flutist,,,32,0,,fire // ice
,,Elturel Survivors,,,32,0,,eladamri's call
,,Genasi Enforcers,,,32,0,,generous plunderer
,,"Ganax, Astral Hunter",,,32,0,,gaea's blessing
,,Gnoll War Band,,,32,0,,gnawing vermin
,,Guild Artisan,,,32,0,,gush
,,Ingenious Artillerist,,,32,0,,ingenious smith
,,Inspired Tinkering,,,32,0,,inspiring vantage
274,35,stirring bard,R,1.695478723404,32,2,0.0625,
,,Insufferable Balladeer,,,32,0,,inspiring vantage
,,Javelin of Lightning,,,32,0,,jace's defeat
,,Nemesis Phoenix,,,32,0,,necrogen mists
,,"Karlach, Fury of Avernus",,,32,0,,karakas
,,"Livaan, Cultist of Tiamat",,,32,0,,living wish
,,Pack Attack,,,32,0,,pack rat
,,Patron of the Arts,,,32,0,,patchwork automaton
,,Reckless Barbarian,,,32,0,,reckless stormseeker // storm-charged slasher
,,Popular Entertainer,,,32,0,,poppet stitcher // poppet factory
,,Street Urchin,,,32,0,,street wraith
,,Thunderwave,,,32,0,,thundering falls
,,Storm King's Thunder,,,32,0,,stormbreath dragon
,,Tavern Brawler,,,32,0,,taiga
,,Taunting Kobold,,,32,0,,taiga
,,Tiamat's Fanatics,,,32,0,,tibalt's trickery
,,Swashbuckler Extraordinaire,,,32,0,,swan song
,,Wand of Wonder,,,32,0,,wandering fumarole
,,Wild Magic Surge,,,32,0,,wild growth
,,Warehouse Thief,,,32,0,,wargate
,,Wrathful Red Dragon,,,32,0,,wrath of god
,,Wyll's Reversal,,,32,0,,waker of waves
,,Avenging Hunter,,,32,0,,aven interrupter
,,Band Together,,,32,0,,bandit's talent
,,Barroom Brawl,,,32,0,,"baral, chief of compliance"
,,Ancient Bronze Dragon,,,32,0,,ancient den
,,Acolyte of Bahamut,,,32,0,,academy manufactor
,,You've Been Caught Stealing,,,32,0,,you are already dead
,,Ambitious Dragonborn,,,32,0,,amulet of vigor
,,"Wyll, Blade of Frontiers",,,32,0,,waker of waves
,,Carefree Swinemaster,,,32,0,,careful study
,,Cloakwood Hermit,,,32,0,,clock of omens
,,Circle of the Land Druid,,,32,0,,circle of dreams druid
,,Draconic Muralists,,,32,0,,dragon's claw
,,Druidic Ritual,,,32,0,,dragon's claw
,,Earthquake Dragon,,,32,0,,earthcraft
,,Giant Ankheg,,,32,0,,gideon blackblade
,,Cloakwood Swarmkeeper,,,32,0,,clock of omens
,,Explore the Underdark,,,32,0,,explore
,,"Erinis, Gloom Stalker",,,32,0,,"erayo, soratami ascendant // erayo's essence"
,,Druid of the Emerald Grove,,,32,0,,dragon's claw
,,Hardy Outlander,,,32,0,,hard evidence
,,"Halsin, Emerald Archdruid",,,32,0,,hall of storm giants
,,Master Chef,,,32,0,,master of etherium
,,Lurking Green Dragon,,,32,0,,lurrus of the dream-den
,,Jaheira's Respite,,,32,0,,jace's defeat
,,Jade Orb of Dragonkind,,,32,0,,jace's defeat
,,Majestic Genesis,,,32,0,,maddening cacophony
,,Overwhelming Encounter,,,32,0,,overcharged amalgam
,,"Jaheira, Friend of the Forest",,,32,0,,jace's defeat
,,Myconid Spore Tender,,,32,0,,mycosynth lattice
,,Owlbear Cub,,,32,0,,oath of druids
,,Raised by Giants,,,32,0,,rain of filth
,,Poison the Blade,,,32,0,,polluted delta
,,Scaled Nurturer,,,32,0,,scalding tarn
189.2308,24,undermountain adventurer,G,20.179517952128,32,13,0.4063,
,,Owlbear Shepherd,,,32,0,,oath of druids
,,Saddle of the Cavalier,,,32,0,,sadistic glee
,,Sharpshooter Elf,,,32,0,,shard volley
,,Split the Spoils,,,32,0,,splinter twin
,,Silvanus's Invoker,,,32,0,,silverblade paladin
,,Skanos Dragonheart,,,32,0,,skewer the critics
,,Undercellar Myconid,,,32,0,,undercity sewers
,,Alaundo the Seer,,,32,0,,all is dust
,,"Wilson, Refined Grizzly",,,32,0,,wild growth
,,You Look Upon the Tarrasque,,,32,0,,you are already dead
,,"Astarion, the Decadent",,,32,0,,ash barrens
,,"Bane, Lord of Darkness",,,32,0,,bane of progress
,,"Baba Lysaga, Night Witch",,,32,0,,back to basics
,,Commander Liara Portyr,,,32,0,,commandeer
,,"Cadira, Caller of the Small",,,32,0,,cabal coffers
,,The Council of Four,,,32,0,,the book of exalted deeds
,,Elminster,,,32,0,,eladamri's call
,,"Bhaal, Lord of Murder",,,32,0,,back to basics
,,"Gorion, Wise Mentor",,,32,0,,goryo's vengeance
,,Duke Ulder Ravengard,,,32,0,,duelist of the mind
,,"Gluntch, the Bestower",,,32,0,,glacial chasm
,,"Dynaheir, Invoker Adept",,,32,0,,dack fayden
38.0323,5,"minsc & boo, timeless heroes",GR,87.076119514628,32,31,0.9688,
,,"Jan Jansen, Chaos Crafter",,,32,0,,jace's defeat
,,"Jon Irenicus, Shattered One",,,32,0,,"jolrael, mwonvuli recluse"
,,"Korlessa, Scale Singer",,,32,0,,kor firewalker
,,"Kagha, Shadow Archdruid",,,32,0,,kaito shizuki
297,38,"raggadragga, goreguts boss",GR,0.656582446809,32,1,0.0313,
,,"Lozhan, Dragons' Legacy",,,32,0,,loaming shaman
,,"Mahadi, Emporium Master",,,32,0,,maddening cacophony
,,"Mazzy, Truesword Paladin",,,32,0,,maze of ith
,,"Myrkul, Lord of Bones",,,32,0,,myr battlesphere
,,"Neera, Wild Mage",,,32,0,,needleverge pathway // pillarverge pathway
,,"Miirym, Sentinel Wyrm",,,32,0,,"migloz, maze crusher"
,,"Minthara, Merciless Soul",,,32,0,,"minamo, school at water's edge"
,,Nine-Fingers Keene,,,32,0,,ninja of the deep hours
,,"Oji, the Exquisite Blade",,,32,0,,"ojer axonil, deepest might // temple of power"
,,"Raphael, Fiendish Savior",,,32,0,,rapid hybridization
,,"Rilsa Rael, Kingpin",,,32,0,,ricochet trap
,,Thrakkus the Butcher,,,32,0,,thraben inspector
,,Bronze Walrus,,,32,0,,broadside bombardiers
,,"Tasha, the Witch Queen",,,32,0,,tasha's hideous laughter
,,"Zevlor, Elturel Exile",,,32,0,,zealous conscripts
,,Arcane Encyclopedia,,,32,0,,arcane artisan
,,Campfire,,,32,0,,cabal coffers
,,Chardalyn Dragon,,,32,0,,charming prince
,,Clockwork Fox,,,32,0,,clock of omens
,,Cloak of the Bat,,,32,0,,clock of omens
214.1,27,manifold key,,40.367353723404,32,30,0.9375,
,,Dire Mimic,,,32,0,,dire fleet daredevil
,,Iron Mastiff,,,32,0,,iron apprentice
,,Fraying Line,,,32,0,,fracture
,,Gate Colossus,,,32,0,,gaea's blessing
,,Decanter of Endless Water,,,32,0,,deceiver exarch
,,Dungeoneer's Pack,,,32,0,,duelist of the mind
,,Drillworks Mole,,,32,0,,dragon's claw
,,Marut,,,32,0,,march of otherworldly light
,,Lantern of Revealing,,,32,0,,land tax
,,Marching Duodrone,,,32,0,,march of otherworldly light
,,Mighty Servant of Leuk-o,,,32,0,,"migloz, maze crusher"
,,Mirror of Life Trapping,,,32,0,,mirrorshell crab
,,Navigation Orb,,,32,0,,"nadu, winged wisdom"
,,Nautiloid Ship,,,32,0,,"nadu, winged wisdom"
283,36,trailblazer's torch,,0.772938829787,32,1,0.0313,
,,Nimblewright Schematic,,,32,0,,nimble obstructionist
,,Noble's Purse,,,32,0,,noble hierarch
,,Patriar's Seal,,,32,0,,patchwork automaton
,,Prized Statue,,,32,0,,price of progress
,,Rug of Smothering,,,32,0,,rugged prairie
,,Stonespeaker Crystal,,,32,0,,stone of erech
,,Basilisk Gate,,,32,0,,basim ibn ishaq
,,Vexing Puzzlebox,,,32,0,,vexing bauble
,,Baldur's Gate,,,32,0,,bala ged recovery // bala ged sanctuary
275.4,35,reflecting pool,,4.180518617021,32,5,0.1563,
,,Cliffgate,,,32,0,,clifftop retreat
,,Black Dragon Gate,,,32,0,,black lotus
,,Heap Gate,,,32,0,,headliner scarlett
,,Gond Gate,,,32,0,,goblin assault
112.1667,15,seasoned dungeoneer,W,65.782903922872,32,30,0.9375,
,,Citadel Gate,,,32,0,,city of brass
345,44,aboleth spawn,U,0.257646276596,32,1,0.0313,
,,Manor Gate,,,32,0,,mana confluence
312.6,,Sea Gate,U,5.269281914894,32,0,0.3125,"sea gate restoration // sea gate, reborn"
,,Deep Gnome Terramancer,,,32,0,,deep analysis
,,Folk Hero,,,32,0,,foil
,,Harper Recruiter,,,32,0,,hard evidence
,,Endless Evil,,,32,0,,endless one
,,Astral Dragon,,,32,0,,ash barrens
,,Clan Crafter,,,32,0,,claim // fame
201,26,from the catacombs,B,1.454454787234,32,1,0.0313,
,,Stick Together,,,32,0,,stifle
,,Grell Philosopher,,,32,0,,great furnace
,,Psionic Ritual,,,32,0,,psionic blast
,,Mocking Doppelganger,,,32,0,,mockingbird
261.6667,33,delayed blast fireball,R,2.850730551862,32,3,0.0938,
,,Haunted One,,,32,0,,haunted ridge
217,28,loot dispute,R,1.32147606383,32,1,0.0313,
,,Brainstealer Dragon,,,32,0,,brainstorm
,,"Zellix, Sanity Flayer",,,32,0,,zealous conscripts
,,Solemn Doomguide,,,32,0,,sol ring
,,"Burakos, Party Leader",,,32,0,,burgeoning
,,Death Kiss,,,32,0,,death wish
,,Uchuulon,,,32,0,,"ugin, the ineffable"
,,Bothersome Quasit,,,32,0,,botanical sanctum
,,Nalfeshnee,,,32,0,,"nadu, winged wisdom"
,,Green Slime,,,32,0,,green sun's zenith
,,Spectacular Showdown,,,32,0,,specter's shriek
,,"Baeloth Barrityl, Entertainer",,,32,0,,back to basics
,,Passionate Archaeologist,,,32,0,,passageway seer
251,32,sarevok's tome,,1.038896276596,32,1,0.0313,
285.3333,36,artificer class,U,2.260639128989,32,3,0.0938,
,,Venture Forth,,,32,0,,vendetta
,,Journey to the Lost City,,,32,0,,"jolrael, mwonvuli recluse"
,,Captain N'ghathrod,,,32,0,,cabal coffers
,,Durnan of the Yawning Portal,,,32,0,,duress
,,"Faldorn, Dread Wolf Herald",,,32,0,,fallen shinobi
,,Bygone Bishop,,,32,0,,by force
170.1667,22,mother of runes,W,20.528587101064,32,12,0.375,
,,Multiclass Baldric,,,32,0,,mulldrifter
,,Nalia de'Arnise,,,32,0,,"nadu, winged wisdom"
,,"Firkraag, Cunning Instigator",,,32,0,,fire // ice
,,Archpriest of Iona,,,32,0,,archive trap
,,Glorious Protector,,,32,0,,glorious end
,,Galepowder Mage,,,32,0,,galvanic blast
213.5,27,fractured sanity,U,2.701130319149,32,2,0.0625,
,,Irregular Cohort,,,32,0,,irrigated farmland
,,Mage's Attendant,,,32,0,,mages' contest
216,27,leyline of anticipation,U,1.329787234043,32,1,0.0313,
360,45,overcharged amalgam,U,0.132978723404,32,1,0.0313,
,,Squad Commander,,,32,0,,"squee, dubious monarch"
,,Angler Turtle,,,32,0,,angel's grace
,,Order of Whiteclay,,,32,0,,oracle of mul daya
,,Hullbreaker Horror,,,32,0,,hullbreacher
,,Valiant Changeling,,,32,0,,valakut awakening // valakut stoneforge
,,Rumor Gatherer,,,32,0,,ruby medallion
,,Forgotten Creation,,,32,0,,forger's foundry
,,Dissipation Field,,,32,0,,disenchant
,,Midnight Clock,,,32,0,,"migloz, maze crusher"
,,Pursued Whale,,,32,0,,puresteel paladin
,,Sludge Monster,,,32,0,,slaughter pact
,,Bloodsoaked Champion,,,32,0,,bloodstained mire
,,Calculating Lich,,,32,0,,calamity's wake
,,Reflections of Littjara,,,32,0,,reflecting pool
,,Dark Hatchling,,,32,0,,dark confidant
,,Crippling Fear,,,32,0,,crabomination
,,Wharf Infiltrator,,,32,0,,wheel of fortune
,,Changeling Outcast,,,32,0,,change the equation
,,Dauthi Horror,,,32,0,,dauthi voidwalker
,,Dire Fleet Ravager,,,32,0,,dire fleet daredevil
,,Nihilith,,,32,0,,nihil spellbomb
,,Dross Harvester,,,32,0,,drown in the loch
,,Dusk Mangler,,,32,0,,duelist of the mind
,,Nighthawk Scavenger,,,32,0,,night's whisper
,,Hunted Horror,,,32,0,,hullbreacher
,,Plague Spitter,,,32,0,,plague belcher
,,Malakir Blood-Priest,,,32,0,,malakir rebirth // malakir mire
,,Mardu Strike Leader,,,32,0,,march of otherworldly light
,,Sewer Nemesis,,,32,0,,"sea gate restoration // sea gate, reborn"
305,39,jeska's will,R,0.590093085106,32,1,0.0313,
,,The Akroan War,,,32,0,,the book of exalted deeds
,,Thwart the Grave,,,32,0,,"thada adel, acquisitor"
,,Demon Bolt,,,32,0,,demonic consultation
,,Aurora Phoenix,,,32,0,,aura flux
,,Brash Taunter,,,32,0,,"braids, cabal minion"
,,Avatar of Slaughter,,,32,0,,avacyn's pilgrim
,,Geode Rager,,,32,0,,geological appraiser
,,Thunder Dragon,,,32,0,,thundering falls
,,Urabrask the Hidden,,,32,0,,urabrask // the great work
,,Volcanic Torrent,,,32,0,,volcanic island
,,Battle Mammoth,,,32,0,,battlefield forge
,,"Drakuseth, Maw of Flames",,,32,0,,dragon's claw
227.125,29,drown in the loch,BU,9.898603723404,32,8,0.25,
354,45,"niv-mizzet, parun",RU,0.182845744681,32,1,0.0313,
243.7143,31,sprite dragon,RU,7.696142785904,32,7,0.2188,
,,Terramorph,,,32,0,,territorial kavu
,,Natural Reclamation,,,32,0,,natural order
,,Search for Tomorrow,,,32,0,,searing blaze
,,Three Visits,,,32,0,,three steps ahead
203,26,castle embereth,R,1.437832446809,32,1,0.0313,
304.3333,39,castle locthwain,B,1.786902426862,32,3,0.0938,
,,Sweet-Gum Recluse,,,32,0,,sweltering suns
224.7778,29,creeping tar pit,BU,11.31150099734,32,9,0.2813,
220,28,castle vantress,U,5.186170212766,32,4,0.125,
,,Dimir Keyrune,,,32,0,,dimir signet
231.8,29,mutavault,,5.992353723404,32,5,0.1563,
,,Firja's Retribution,,,32,0,,fire // ice
,,"Xenagos, the Reveler",,,32,0,,xander's lounge
,,Escape to the Wilds,,,32,0,,esper panorama
,,Mindcrank,,,32,0,,mind grind
,,"Vivien, Champion of the Wilds",,,32,0,,vindicate
,,Stuffy Doll,,,32,0,,stubborn denial
323,41,wandering fumarole,RU,0.440492021277,32,1,0.0313,
,,Prismari Campus,,,32,0,,prismari command
,,Highland Forest,,,32,0,,high tide
,,Nephalia Drownyard,,,32,0,,necrogen mists
,,Port of Karfell,,,32,0,,port town
,,Tainted Isle,,,32,0,,tainted indulgence
364,46,headliner scarlett,R,0.31914893617,10,1,0.1,
,,Starlit Sanctum,,,32,0,,"starscream, power hungry // starscream, seeker leader"
,,Vault of the Archangel,,,32,0,,vault of whispers
,,Snowfield Sinkhole,,,32,0,,snow-covered island
,,Terrain Generator,,,32,0,,territorial kavu
,,War Room,,,32,0,,wargate
,,Mastermind Plum,,,10,0,,master of etherium
,,Senator Peacock,,,10,0,,sensei's divining top
,,Apothecary White,,,10,0,,apostle of purifying light
,,Candlestick,,,11,0,,candelabra of tawnos
,,Wrench,,,11,0,,wrenn and realmbreaker
,,Knife,,,11,0,,knight exemplar
,,Commander Mustard,,,10,0,,commandeer
,,Emissary Green,,,10,0,,embercleave
,,Rope,,,11,0,,robber of the rich
,,Lead Pipe,,,11,0,,leaf-crowned visionary
,,Ballroom,,,10,0,,bala ged recovery // bala ged sanctuary
338,,Hall,U,0.947473404255,10,0,0.0938,hall of storm giants
119.4286,,Library,,59.707440159574,10,0,0.875,library of alexandria
,,Billiard Room,,,10,0,,bile blight
265,,Kitchen,GW,0.922539893617,10,0,0.0313,kitchen finks
,,Conservatory,,,10,0,,consider
313,40,carnage interpreter,BR,1.675531914894,10,1,0.1,
,,Dining Room,,,10,0,,diabolic intent
,,Lounge,,,10,0,,loaming shaman
,,Study,,,10,0,,student of warfare
,,Secret Passage,,,10,0,,"sea gate restoration // sea gate, reborn"
,,Aegis of the Legion,,,10,0,,aether channeler
,,Boros Strike-Captain,,,10,0,,boros charm
,,Covetous Elegy,,,10,0,,coveted jewel
,,Conclave Evangelist,,,10,0,,concealed courtyard
,,"Amzu, Swarm's Hunger",,,10,0,,amulet of vigor
,,Dimir Strandcatcher,,,10,0,,dimir signet
,,Corporeal Projection,,,10,0,,corpse knight
,,Frenzied Gorespawn,,,10,0,,freed from the real
,,Ecstatic Electromancer,,,10,0,,echo of eons
,,Afterlife Insurance,,,10,0,,aarakocra sneak
,,Herald of Ilharg,,,10,0,,hero of bladehold
,,Memory Vampire,,,10,0,,memory deluge
,,"Lavinia, Foil to Conspiracy",,,10,0,,"lavinia, azorius renegade"
,,Furious Spinesplitter,,,10,0,,fury
,,Ordruun Mentor,,,10,0,,oracle of mul daya
,,Incriminating Impetus,,,10,0,,incinerate
,,Portal Manipulator,,,10,0,,portal to phyrexia
,,"Lonis, Genetics Expert",,,10,0,,long goodbye
,,Resonance Technician,,,10,0,,reshape
,,Sludge Titan,,,10,0,,slaughter pact
,,Scuttling Sentinel,,,10,0,,sculpting steel
,,Stampede Surfer,,,10,0,,standstill
,,Suppressor Skyguard,,,10,0,,suppression field
,,Undercover Butler,,,10,0,,undercity sewers
,,Sumala Rumblers,,,10,0,,summoner's pact
,,Tribune of Rot,,,10,0,,tribal flames
,,Unruly Krasis,,,10,0,,unburial rites
252.8,32,oust,W,5.119680851064,32,5,0.1563,
,,Syndicate Heavy,,,10,0,,"sygg, river cutthroat"
,,Conclave Tribunal,,,32,0,,concealed courtyard
,,Azorius Arrester,,,32,0,,azorius signet
,,Azorius Justiciar,,,32,0,,azorius signet
,,Finale of Glory,,,32,0,,finale of devastation
,,Vernal Sovereign,,,10,0,,verdant catacombs
,,Glorifier of Dusk,,,32,0,,glorious end
,,Parhelion Patrol,,,32,0,,paradigm shift
,,Enforcer Griffin,,,32,0,,enchantress's presence
,,Rally to Battle,,,32,0,,rally the ancestors
,,Roc Charger,,,32,0,,robber of the rich
,,Law-Rune Enforcer,,,32,0,,laboratory maniac
156.0345,20,consider,U,53.016950631649,32,29,0.9063,
,,Sunhome Stalwart,,,32,0,,sun titan
,,Seller of Songbirds,,,32,0,,selfless spirit
,,Syndic of Tithes,,,32,0,,"sygg, river cutthroat"
,,Twilight Panther,,,32,0,,twilight mire
,,Syndicate Messenger,,,32,0,,"sygg, river cutthroat"
,,Trusted Pegasus,,,32,0,,true-name nemesis
,,War Screecher,,,32,0,,wargate
,,Code of Constraint,,,32,0,,coalition relic
,,Leapfrog,,,32,0,,leaf-crowned visionary
,,Erratic Visionary,,,32,0,,errant and giada
,,Helium Squirter,,,32,0,,"heliod, sun-crowned"
274,35,slip out the back,U,0.847739361702,32,1,0.0313,
,,Passwall Adept,,,32,0,,passageway seer
,,Jeering Homunculus,,,32,0,,"jegantha, the wellspring"
,,Rescuer Sphinx,,,32,0,,reshape
,,Owl Familiar,,,32,0,,oath of druids
,,Skitter Eel,,,32,0,,skirk prospector
,,Snow Day,,,32,0,,snow-covered island
,,Thunder Drake,,,32,0,,thundering falls
,,Stunt Double,,,32,0,,stubborn denial
,,Roaming Ghostlight,,,32,0,,robber of the rich
,,Sage's Row Savant,,,32,0,,sacred foundry
,,Watcher in the Mist,,,32,0,,waterlogged grove
,,Corpse Churn,,,32,0,,corpse knight
,,Blade Juggler,,,32,0,,blade of the bloodchief
,,Basilica Screecher,,,32,0,,basim ibn ishaq
,,Deal Gone Bad,,,32,0,,deal broker
,,Daggerclaw Imp,,,32,0,,dack fayden
,,Gorging Vulture,,,32,0,,goryo's vengeance
,,Gurmag Swiftwing,,,32,0,,gush
,,Masked Blackguard,,,32,0,,masked vandal
,,Mausoleum Turnkey,,,32,0,,maddening cacophony
,,Rakdos Trumpeter,,,32,0,,rakdos charm
,,Orzhov Racketeers,,,32,0,,oracle of mul daya
,,Ribbons of Night,,,32,0,,ricochet trap
,,Roofstalker Wight,,,32,0,,rootwater thief
,,Spawn of Mayhem,,,32,0,,spara's headquarters
,,Tithebearer Giant,,,32,0,,titania's command
,,Vindictive Vampire,,,32,0,,vindicate
,,Syndicate Enforcer,,,32,0,,"sygg, river cutthroat"
,,Venomous Hierophant,,,32,0,,vendetta
,,Chainwhip Cyclops,,,32,0,,chain lightning
,,Deputized Protester,,,32,0,,deputy of detention
,,Direct Current,,,32,0,,dire fleet daredevil
,,Cosmotronic Wave,,,32,0,,coalition relic
,,Dagger Caster,,,32,0,,dack fayden
,,Fire Urchin,,,32,0,,fire // ice
,,Coordinated Assault,,,32,0,,coalition relic
,,Firefist Striker,,,32,0,,fire // ice
,,Goblin Wizardry,,,32,0,,goblin warchief
,,Havoc Jester,,,32,0,,havengul laboratory // havengul mystery
,,Gravel-Hide Goblin,,,32,0,,grave titan
,,Krenko's Command,,,32,0,,"krenko, mob boss"
,,Ornery Goblin,,,32,0,,ornithopter
,,Stormblood Berserker,,,32,0,,stormbreath dragon
,,Turret Ogre,,,32,0,,turn the earth
,,Spellgorger Weird,,,32,0,,spell pierce
,,Ripscale Predator,,,32,0,,rip apart
,,Towering Thunderfist,,,32,0,,tolaria west
,,Utvara Scalper,,,32,0,,utopia sprawl
,,Wojek Bodyguard,,,32,0,,wooded foothills
,,Battlefront Krushok,,,32,0,,battlefield forge
,,Challenger Troll,,,32,0,,chalice of the void
,,Duskshell Crawler,,,32,0,,duelist of the mind
,,Fungal Rebirth,,,32,0,,funeral charm
,,Gift of Strength,,,32,0,,gifts ungiven
,,Enraged Ceratok,,,32,0,,enchantress's presence
,,Ivy Lane Denizen,,,32,0,,ice-fang coatl
,,Overcome,,,32,0,,overcharged amalgam
,,Kraul Harpooner,,,32,0,,krark-clan ironworks
,,Kronch Wrangler,,,32,0,,krosan grip
,,Sauroform Hybrid,,,32,0,,sauron's ransom
,,Territorial Boar,,,32,0,,territorial kavu
,,Nissa's Judgment,,,32,0,,"nissa, resurgent animist"
,,Wildsize,,,32,0,,wild growth
,,Transluminant,,,32,0,,transmute artifact
,,Steeple Creeper,,,32,0,,steel overseer
,,Curse of Chains,,,32,0,,curse of opulence
,,Thrashing Mossdog,,,32,0,,thraben inspector
,,Vines of the Recluse,,,32,0,,vineglimmer snarl
,,Firespout,,,32,0,,fire // ice
,,Yeva's Forcemage,,,32,0,,"yasharn, implacable earth"
,,Dimir Guildmage,,,32,0,,dimir signet
,,Firemane Avenger,,,32,0,,fire // ice
,,Frostburn Weird,,,32,0,,frostboil snarl
,,Footlight Fiend,,,32,0,,foil
,,Fresh-Faced Recruit,,,32,0,,freed from the real
,,Hypersonic Dragon,,,32,0,,hypnotic specter
297,38,thief of sanity,BU,0.656582446809,32,1,0.0313,
,,Pit Fight,,,32,0,,pithing needle
,,Lavinia of the Tenth,,,32,0,,"lavinia, azorius renegade"
,,Orzhov Guildmage,,,32,0,,oracle of mul daya
,,Rakdos Shred-Freak,,,32,0,,rakdos charm
,,Pitiless Gorgon,,,32,0,,pithing needle
177.5,23,blood crypt,BR,39.594414893617,32,24,0.75,
,,Scuttlegator,,,32,0,,sculpting steel
165.2593,21,breeding pool,GU,47.290549368351,32,27,0.8438,
,,Turn to Mist,,,32,0,,turn to frog
,,"Rakdos, the Showstopper",,,32,0,,rakdos charm
